body,topic
"505. An 18 year old girl is dead after a crash involving a driver reportedly trying to get away from police. The NYPD says around 02:00 Sunday morning, the car she was in slammed into another car at Eastern Parkway in Margaret's Avenue in Crown Heights. The victim's name hasn't been released yet and the 18 year old driver is hospitalized in critical condition with charges ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"degrees for the remainder of the seven day forecast. Fairly quiet this weekend. And then Monday we'll see an isolated shower too. Maybe a snow shower too, but not as high temperatures warming up into the 40s will continue to turn milder throughout the rest of the week. Wednesday 44 degrees up to 47 on Thursday. Some spots Thursday could get into the lower 50s. And then Friday we'll have another cold front bringing us a chance for a few showers across the area. But most of this upcoming week fairly quiet except for a chance for a little light rain or snow Monday into ",['9a06646a-e1df-4fca-888e-69658420556b']
"week. People in Contra Costa County won't be whipping out their vaccine card as often. The county is relaxing its requirement to show proof of vaccination in some indoor settings like gyms and restaurants. Abc Seven News reporter Tim Jones has reaction from businesses in Walnut Creek. On Friday, Contracrossa County took a step back towards normal, the county's health Department announcing that places like restaurants and bars would no longer have to require proof of vaccination from customers in order to be inside. ","['39822b5f-e37e-43e8-b997-7142fe55c3ea', '83a09c6b-5f2f-421f-ae50-b38acca7e008', '96326734-fd82-4350-b45c-513e7eb9147c', '74e2fab8-689f-4e17-9a1c-e1f92e084f55']"
"indoors. Well, now to the Winter Olympics in the US has taken the silver medal in the team figure skating competition. The American ice dance team of Madison chocolate and Evan Bates delivered the best free skate of their career helping to clinch the silver medal. The Russian Olympic Committee one goal thanks in part to the skater who landed two quad jumps for the first time in Olympic competition. Japan won its first medal with the Bronx in that team event. The US has yet to clinch a gold medal in these games. The total now medal count Russia with six. The US is in a five way tie for second place with ",['b49207eb-96eb-4b73-b534-adc0ef85022a']
"okay. There's a clear favorite in the race for Santa Clara County Sheriff. That is, if you ask the rank and file members of the Sheriff's Department KPX Fives can't do on who they would like to see ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', 'b49207eb-96eb-4b73-b534-adc0ef85022a']"
"While health officials warning parents to keep at home COBIT tests out of reach of kids. Yeah. So far, 60 million Americans have ordered the kids that are being provided free of charge by the Biden administration. But already poison control centers have been receiving phone calls from parents about accidental misuse of the kits. Now, officials say some people have been mistaking the solution in the test kit tube for their eye drops. Wow. Officials say parents need to store those kits up high out of reach of the kids, out of sight of the kids and to properly and immediately dispose of those kits after the test is ","['96326734-fd82-4350-b45c-513e7eb9147c', 'f5cdd7f2-9d4d-4ba5-9925-00c1701e30fa']"
"news in lower Manhattan. The man once United with his client to bring down Donald Trump is now found guilty of cheating his former client. Just moments ago, a jury in federal court convicted Michael Avenatti of stealing from porn star Stormy Daniels. The jury agreeing with prosecutors who argued Avenatti helped himself to some $300,000 meant for Daniels and her book deal on the former President. Eyewitness News reporter Shante lines live in lower Manhattan with the breaking details. Shante. ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"Casino. Moving day at Pebble Beach, third round of the at Amp T Pebble Beach Prime always a lot of fun and a bit of a cliffhanger for one golfer. We'll show you that one of the most beautiful courses in all the world. Jj Spawn second shot on eleven at pebble. Golf's version of the Stefan Curry splash. Watch this. He's in a hole out for Eagle. What a shot that was. And it isn't pebble without Bill Murray doing Bill Murray things. Look at this. No, look putt. Of course, he makes it. And then a celebration to top things off. Jordan Spieth playing his third round. Second shot on six. Blind shot. Really can't see that flag. And how's this for now on the ","['74e2fab8-689f-4e17-9a1c-e1f92e084f55', 'b49207eb-96eb-4b73-b534-adc0ef85022a']"
"for joining us. We begin tonight on the Peninsula where the state attorney general is saying the town of Woodside's plan to declare itself a mountain line sanctuary is not so much about protecting wildlife, but about their own property values. Today, AG Rob Bonds said that the plan is just a way for the town to avoid having to build affordable housing. He issued a strong message to town leaders today. Crown Force Gale Ong picks up the story. ",['83a09c6b-5f2f-421f-ae50-b38acca7e008']
Sarah Palin's libel suit against The New York Times resumed today after a COVID delay. The former Alaska governor arrived at the courthouse in lower Manhattan more than a week after testing positive for COVID. Palin claims her reputation was damaged in a 2017 editorial. ,['83a09c6b-5f2f-421f-ae50-b38acca7e008']
"in the first weekend since Contra Costa County scaled back, it's covet health restrictions. The health Department now says restaurants and indoor gyms do not have to check for proof of vaccination. This comes as the county reports that 80% of eligible residents are now fully ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '96326734-fd82-4350-b45c-513e7eb9147c']"
"feeling. What's even crazier is new Zealand getting its first gold medal ever in the Winter Olympics. Zoe Sadowski Senate won slope style, a huge, huge. Even her fellow competitors couldn't help but jump for joy. ",['b49207eb-96eb-4b73-b534-adc0ef85022a']
"it's? And in the East Bay, the West Contra Costa Unified School District is giving students more time to get vaccinated against COVID. District leaders are moving the February 18 deadline because more than 7000 students still haven't verified their vaccination status yet. The Superintendent is now expected to bring a new deadline plan to the board's next meeting on February 16. There are teachers, however, who are not too happy with this ","['96326734-fd82-4350-b45c-513e7eb9147c', 'aa1edc37-1a01-414a-bcf7-8517e7c7053d']"
"of another victim of an Oakland freeway shooting is calling for answers. Abc Seven News reporter Tim Jones shares their story. There's not any type of amount of money that can ever bring them back. Heartfelt Barbara Wins speaking to ABC Seven News Saturday afternoon. Wins brother, 28 year old Alameda County Sheriff's Office recruit David, was shot and killed by random gunfire last month while driving home on Interstate 580 in ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
on the Peninsula. One of the oldest restaurants in the Bay Area celebrated its 164th anniversary today. Abc Seven News was at the Seven Mile House in Brisbane as diners came in for lunch. It's got its name from its location 7 miles from the center of San Francisco. The owner says she's thankful just to be open because of the strain the pandemic has put on our business. ,['74e2fab8-689f-4e17-9a1c-e1f92e084f55']
"Michael. All right, George. Now to a stunning turn of events on Wall Street. Facebook's parent company, Meta, losing $230,000,000,000. That is stock price plunged from 26%, the worst one day drop in value ","['a58b4b70-1b59-4240-917d-a2165a0ce2f0', '9a06646a-e1df-4fca-888e-69658420556b']"
"603, the man accused of shooting former UC Berkeley basketball superstar Jean Ransom, is set to appear in court on Wednesday. Ransom was shot and killed while driving on 80 in Oakland Friday night. The suspect, identified as 25 year old Juan and helgarcia was arrested on Saturday. Chp says a motive for the shooting is still under ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"Now new at eleven. The town of Woodside trying to declare itself a mountain lion sanctuary as a way of preventing homes under certain conditions to be built. As KPX Five County Troy reports, the state said no way and Woodside might be listing. ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9a06646a-e1df-4fca-888e-69658420556b']"
